season,week,team,full_name,position,report_primary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,rest_day,ailment,p_rank,rest_only,r_rank,severity,key
2026,1,SF,George Kittle,TE,,None,Achilles,,Limited Participation in Practice,False,Achilles,1,False,0,1,SF|George Kittle
2026,1,SF,Dre Greenlaw,LB,,None,Achilles,,Full Participation in Practice,False,Achilles,0,False,0,0,SF|Dre Greenlaw
2026,1,SF,Luke Gifford,LB,,None,Hamstring,,Full Participation in Practice,False,Hamstring,0,False,0,0,SF|Luke Gifford
2026,1,SF,Nick Bosa,DE,,None,Knee,,Limited Participation in Practice,False,Knee,1,False,0,1,SF|Nick Bosa
2026,1,SF,Renardo Green,CB,,None,Hamstring,,Full Participation in Practice,False,Hamstring,0,False,0,0,SF|Renardo Green
2026,1,SF,Upton Stout,CB,,None,Achilles,,Full Participation in Practice,False,Achilles,0,False,0,0,SF|Upton Stout
2026,1,SF,Alfred Collins,DT,Knee,Out,Knee,,Did Not Participate In Practice,False,Knee,2,False,3,8,SF|Alfred Collins
2026,1,SF,James Thompson Jr.,DT,Hamstring,Questionable,Hamstring,,Limited Participation in Practice,False,Hamstring,1,False,1,3,SF|James Thompson Jr.
2026,1,SF,Romello Height,DE,,None,Ankle,,Full Participation in Practice,False,Ankle,0,False,0,0,SF|Romello Height
2026,1,SF,Gracen Halton,DT,,None,Ankle,,Full Participation in Practice,False,Ankle,0,False,0,0,SF|Gracen Halton
2026,1,TB,Justin Skule,T,Oblique,Doubtful,Oblique,,Limited Participation in Practice,False,Oblique,1,False,2,5,TB|Justin Skule
2026,1,TB,Christian Rozeboom,LB,Foot,Questionable,Foot,,Limited Participation in Practice,False,Foot,1,False,1,3,TB|Christian Rozeboom
2026,1,TB,Sean Tucker,RB,Hamstring,Doubtful,Hamstring,,Limited Participation in Practice,False,Hamstring,1,False,2,5,TB|Sean Tucker
2026,1,TB,Jalen McMillan,WR,Knee,Doubtful,Knee,,Limited Participation in Practice,False,Knee,1,False,2,5,TB|Jalen McMillan
2026,1,TB,Emeka Egbuka,WR,,None,Toe,,Full Participation in Practice,False,Toe,0,False,0,0,TB|Emeka Egbuka
2026,1,TB,Rueben Bain Jr.,LB,,None,Shoulder,,Full Participation in Practice,False,Shoulder,0,False,0,0,TB|Rueben Bain Jr.
2026,1,TB,Billy Schrauth,G,,None,Knee,,Full Participation in Practice,False,Knee,0,False,0,0,TB|Billy Schrauth
2026,1,TEN,Cedric Gray,LB,Concussion,Out,Concussion,,Did Not Participate In Practice,False,Concussion,2,False,3,8,TEN|Cedric Gray
2026,1,TEN,Keldric Faulk,DE,,None,Shoulder,,Full Participation in Practice,False,Shoulder,0,False,0,0,TEN|Keldric Faulk
2026,1,WAS,Marcus Mariota,QB,,None,Knee,,Full Participation in Practice,False,Knee,0,False,0,0,WAS|Marcus Mariota
2026,1,WAS,Daron Payne,DT,,None,Knee,,Limited Participation in Practice,False,Knee,1,False,0,1,WAS|Daron Payne
2026,1,WAS,Nick Allegretti,C,,None,Calf,,Full Participation in Practice,False,Calf,0,False,0,0,WAS|Nick Allegretti
2026,1,WAS,Charles Omenihu,DE,,None,Wrist,,Full Participation in Practice,False,Wrist,0,False,0,0,WAS|Charles Omenihu
2026,1,WAS,Javon Kinlaw,DT,,None,Back,,Full Participation in Practice,False,Back,0,False,0,0,WAS|Javon Kinlaw
2026,1,WAS,K'Lavon Chaisson,LB,,None,Knee,,Limited Participation in Practice,False,Knee,1,False,0,1,WAS|K'Lavon Chaisson
2026,1,WAS,Odafe Oweh,LB,,None,Calf,,Limited Participation in Practice,False,Calf,1,False,0,1,WAS|Odafe Oweh
2026,1,WAS,Jordan Magee,LB,,None,Chest,,Full Participation in Practice,False,Chest,0,False,0,0,WAS|Jordan Magee
2026,1,WAS,Ben Sinnott,TE,,None,Oblique,,Full Participation in Practice,False,Oblique,0,False,0,0,WAS|Ben Sinnott
2026,1,WAS,Jacory Croskey-Merritt,RB,,None,Groin,,Limited Participation in Practice,False,Groin,1,False,0,1,WAS|Jacory Croskey-Merritt
2026,2,ARI,Isaac Seumalo,G,,None,Shoulder,,Limited Participation in Practice,False,Shoulder,1,False,0,1,ARI|Isaac Seumalo
2026,2,ARI,Andrew Billings,DT,,None,Knee,,Limited Participation in Practice,False,Knee,1,False,0,1,ARI|Andrew Billings
2026,2,ARI,Budda Baker,S,,None,Not injury related - resting player,,Full Participation in Practice,True,none listed,0,True,0,0,ARI|Budda Baker
2026,2,ARI,Josh Sweat,LB,,None,Not injury related - resting player,,Full Participation in Practice,True,none listed,0,True,0,0,ARI|Josh Sweat
2026,2,ARI,Roy Lopez,DT,,None,Groin,,Did Not Participate In Practice,False,Groin,2,False,0,2,ARI|Roy Lopez
2026,2,ARI,Jack Gibbens,LB,,None,Shoulder,,Limited Participation in Practice,False,Shoulder,1,False,0,1,ARI|Jack Gibbens
2026,2,ARI,Trey McBride,TE,,None,Not injury related - resting player,Back,Full Participation in Practice,True,Back,0,False,0,0,ARI|Trey McBride
2026,2,ARI,Garrett Williams,CB,,None,Achilles,,Limited Participation in Practice,False,Achilles,1,False,0,1,ARI|Garrett Williams
2026,2,ARI,Max Melton,CB,,None,Ankle,,Limited Participation in Practice,False,Ankle,1,False,0,1,ARI|Max Melton
2026,2,ARI,Isaiah Adams,G,,None,Knee,,Limited Participation in Practice,False,Knee,1,False,0,1,ARI|Isaiah Adams
2026,2,ARI,Dadrion Taylor-Demerson,S,,None,Ribs,,Limited Participation in Practice,False,Ribs,1,False,0,1,ARI|Dadrion Taylor-Demerson
2026,2,ARI,Cody Simon,LB,,None,Shoulder,,Limited Participation in Practice,False,Shoulder,1,False,0,1,ARI|Cody Simon
2026,2,ATL,Za'Darius Smith,DE,,None,Not injury related - resting player,,Did Not Participate In Practice,True,none listed,0,True,0,0,ATL|Za'Darius Smith
2026,2,ATL,Cooper Rush,QB,,None,Back,,Full Participation in Practice,False,Back,0,False,0,0,ATL|Cooper Rush
2026,2,ATL,Jawaan Taylor,T,,None,Knee,,Did Not Participate In Practice,False,Knee,2,False,0,2,ATL|Jawaan Taylor
2026,2,ATL,Chris Lindstrom,G,,None,Concussion,,Limited Participation in Practice,False,Concussion,1,False,0,1,ATL|Chris Lindstrom
